session_duration_sec,pages_viewed,clicks,ad_impressions,device_type,traffic_source,cart_additions,past_purchases,conversion
1151,15,47,307,Mobile,GoogleAds,4,49,1
569,19,5,107,Desktop,Facebook,2,45,0
497,22,72,143,Desktop,Facebook,0,25,0
3318,21,34,8,Tablet,GoogleAds,18,20,1
906,32,71,94,Desktop,Instagram,14,43,1
3353,23,70,398,Mobile,Organic,0,36,0
1222,13,67,97,Desktop,Instagram,4,35,1
713,5,57,490,Desktop,GoogleAds,19,17,1
1480,4,76,7,Mobile,GoogleAds,10,23,1
590,28,18,274,Mobile,Email,13,29,0
2847,14,61,12,Desktop,Email,17,16,1
2918,8,70,2,Tablet,GoogleAds,19,15,1
2304,9,9,434,Tablet,Email,8,41,1
3157,35,24,349,Tablet,Facebook,14,16,1
163,37,43,405,Mobile,Instagram,10,43,0
1689,21,98,7,Mobile,GoogleAds,4,11,1
3516,18,57,475,Tablet,Facebook,14,26,1
1006,33,24,12,Desktop,Organic,1,3,0
3167,8,92,340,Desktop,Organic,11,34,1
2754,17,75,57,Desktop,Email,6,0,1
3366,31,39,78,Mobile,Email,1,11,0
1253,34,75,74,Mobile,Facebook,7,28,1
1102,6,69,233,Tablet,Organic,8,7,1
3128,22,9,279,Desktop,GoogleAds,4,7,1
1018,14,65,30,Mobile,Instagram,14,11,1
2151,3,24,367,Mobile,Email,18,35,1
1783,12,70,314,Tablet,Facebook,18,47,1
967,36,86,95,Desktop,Email,12,33,1
3069,12,10,308,Mobile,Facebook,12,35,1
462,2,35,56,Mobile,Organic,5,3,0
1237,2,48,10,Mobile,Email,0,10,0
2969,15,47,403,Mobile,Facebook,9,2,1
2275,23,86,147,Desktop,Facebook,5,9,1
2531,29,6,364,Tablet,Email,2,11,0
2489,17,90,87,Desktop,Instagram,12,48,1
2398,32,76,253,Tablet,GoogleAds,18,8,1
560,7,50,187,Mobile,Organic,9,20,0
1645,30,16,428,Desktop,Email,12,33,1
1322,28,31,233,Tablet,Email,6,21,1
3335,14,25,253,Tablet,Instagram,14,17,1
1767,30,21,443,Mobile,Organic,3,43,0
366,17,12,224,Tablet,Email,10,5,0
2080,32,11,340,Tablet,Instagram,7,24,1
1795,6,70,4,Tablet,GoogleAds,1,49,0
2579,24,0,353,Mobile,Facebook,0,44,0
1791,6,32,112,Desktop,GoogleAds,0,14,0
3181,27,13,193,Mobile,GoogleAds,15,0,1
2859,18,63,141,Tablet,GoogleAds,17,39,1
3261,24,42,323,Tablet,GoogleAds,10,17,1
3304,37,57,140,Desktop,Facebook,7,43,1
2819,24,40,349,Tablet,Organic,18,30,1
2499,38,80,439,Desktop,Organic,11,19,1
1641,34,67,445,Tablet,Instagram,5,43,1
2826,15,38,95,Tablet,Instagram,15,24,1
1025,11,0,41,Mobile,Email,7,32,1
1358,22,40,420,Mobile,GoogleAds,6,9,1
525,24,44,2,Desktop,GoogleAds,19,28,0
3097,1,87,278,Mobile,Facebook,2,18,0
2849,18,97,150,Desktop,GoogleAds,0,27,0
345,12,97,41,Mobile,Facebook,5,26,0
1792,28,87,351,Desktop,Email,2,18,0
2315,7,78,116,Tablet,Instagram,18,42,1
506,23,80,120,Desktop,Instagram,1,30,0
905,21,12,237,Mobile,Email,16,34,1
2217,34,70,270,Desktop,Email,15,13,1
3556,11,8,349,Mobile,GoogleAds,6,49,1
861,22,62,291,Tablet,Instagram,5,5,1
1697,35,98,434,Mobile,Organic,10,8,1
1941,29,22,9,Tablet,Email,14,40,1
2747,28,53,239,Tablet,Instagram,10,26,1
2437,18,46,118,Mobile,Instagram,6,16,1
1578,14,38,352,Tablet,Facebook,14,35,1
966,18,86,315,Mobile,Instagram,15,3,1
2748,28,25,312,Desktop,Email,7,23,1
3508,24,0,475,Tablet,GoogleAds,4,15,1
1646,8,13,10,Desktop,Instagram,16,16,1
1301,8,95,25,Desktop,Organic,1,2,0
1450,4,73,497,Mobile,Email,6,38,1
1201,27,64,173,Mobile,GoogleAds,5,36,1
1076,36,68,225,Tablet,GoogleAds,11,2,1
294,5,66,11,Mobile,Email,15,43,0
2454,33,48,101,Desktop,GoogleAds,10,40,1
21,34,49,265,Desktop,Organic,16,34,0
1640,30,57,391,Desktop,Instagram,9,2,1
3383,8,52,327,Tablet,Email,15,15,1
3334,39,90,418,Mobile,Instagram,15,19,1
2556,26,56,83,Desktop,Instagram,14,44,1
763,37,85,276,Tablet,GoogleAds,14,5,1
2092,34,17,370,Mobile,Email,19,32,1
2784,7,15,490,Mobile,Instagram,3,42,0
2906,28,1,345,Desktop,Facebook,2,49,0
99,39,12,261,Tablet,Organic,13,26,0
785,39,44,368,Desktop,GoogleAds,9,29,1
2662,28,79,221,Desktop,Email,5,34,1
3027,14,71,311,Tablet,Email,10,17,1
1635,38,42,219,Desktop,GoogleAds,3,29,0
3079,4,71,89,Tablet,Instagram,9,42,1
427,18,53,485,Tablet,GoogleAds,15,25,0
124,25,73,15,Desktop,Email,7,14,0
626,7,96,246,Desktop,Facebook,8,31,1
3277,38,30,176,Mobile,Instagram,3,34,0
835,28,75,4,Mobile,GoogleAds,16,11,1
3582,5,8,334,Tablet,Email,9,20,1
1659,3,72,376,Tablet,Email,12,11,1
1526,31,47,369,Tablet,Email,16,48,1
3156,20,17,465,Mobile,Facebook,18,0,1
422,19,93,21,Desktop,Instagram,16,10,0
3457,11,95,208,Desktop,GoogleAds,3,24,0
3501,3,86,474,Mobile,Instagram,5,46,1
738,23,10,137,Desktop,Email,13,8,1
3358,7,61,322,Desktop,Facebook,8,38,1
3078,23,83,363,Desktop,Facebook,5,42,1
2818,7,18,463,Mobile,Email,9,26,1
685,34,99,419,Tablet,Instagram,5,28,1
3475,19,89,216,Desktop,Instagram,8,49,1
1902,9,73,368,Desktop,Facebook,12,26,1
2514,18,23,117,Tablet,Organic,15,27,1
2977,25,12,179,Desktop,Facebook,15,38,1
2249,14,45,246,Desktop,Facebook,18,17,1
2796,25,52,128,Tablet,GoogleAds,4,14,1
1132,19,97,358,Mobile,Facebook,10,15,1
1581,39,28,78,Mobile,Organic,14,46,1
987,15,35,229,Desktop,Facebook,7,22,1
1018,16,70,293,Desktop,Instagram,14,29,1
2153,27,93,262,Tablet,GoogleAds,10,35,1
1697,10,16,82,Tablet,GoogleAds,12,34,1
2720,4,47,342,Desktop,Facebook,1,27,0
3271,19,76,338,Desktop,GoogleAds,1,45,0
46,28,23,307,Mobile,GoogleAds,11,2,0
3450,21,53,66,Mobile,Facebook,19,15,1
1558,14,94,96,Mobile,Organic,8,14,1
2336,33,90,145,Mobile,Facebook,19,18,1
2274,10,84,65,Tablet,Instagram,14,9,1
2924,19,0,9,Mobile,Email,6,48,1
882,30,78,397,Mobile,Organic,13,3,1
1831,22,66,484,Desktop,Facebook,16,21,1
1306,3,5,357,Mobile,Organic,1,17,0
2119,37,77,186,Desktop,Email,8,21,1
605,18,54,158,Desktop,GoogleAds,12,41,1
1913,11,37,31,Mobile,GoogleAds,4,15,1
738,2,32,151,Mobile,Email,3,2,0
1375,12,7,319,Desktop,GoogleAds,0,43,0
406,6,89,242,Tablet,Organic,8,34,0
708,29,78,156,Desktop,GoogleAds,15,40,1
3100,30,77,59,Tablet,Email,18,38,1
2234,2,19,10,Tablet,Email,2,15,0
1645,9,54,345,Mobile,Email,2,20,0
405,2,47,124,Mobile,Instagram,6,20,0
2502,29,82,356,Mobile,Organic,17,0,1
3314,33,55,346,Mobile,Email,19,29,1
85,10,96,282,Desktop,Organic,6,46,0
274,34,99,237,Tablet,Instagram,15,33,0
2512,8,87,333,Desktop,Organic,3,47,0
1829,37,9,17,Tablet,Facebook,12,38,1
727,33,51,424,Desktop,Instagram,9,45,1
2792,6,49,324,Tablet,Instagram,1,22,0
3465,19,33,23,Mobile,GoogleAds,18,33,1
860,32,35,419,Tablet,Email,13,29,1
3587,27,60,459,Mobile,Instagram,5,49,1
1400,1,99,460,Tablet,Organic,12,32,1
153,33,15,9,Desktop,Facebook,11,15,0
894,32,78,207,Tablet,Organic,11,40,1
3150,5,17,45,Desktop,Organic,11,29,1
3180,17,70,421,Desktop,Facebook,10,2,1
405,8,46,453,Mobile,GoogleAds,13,44,0
3106,34,85,403,Tablet,Email,3,1,0
3005,9,31,331,Desktop,Instagram,12,25,1
2948,23,42,457,Tablet,Email,7,17,1
1502,35,82,483,Mobile,GoogleAds,2,1,0
3565,7,39,498,Mobile,Facebook,13,39,1
3232,15,64,27,Tablet,Email,18,2,1
1177,20,34,397,Desktop,Organic,17,16,1
2626,25,68,441,Desktop,Instagram,10,23,1
1072,3,49,188,Desktop,Instagram,12,1,1
2166,24,11,140,Tablet,GoogleAds,5,5,1
1075,34,75,9,Desktop,GoogleAds,17,39,1
1219,22,84,234,Desktop,Facebook,19,25,1
2992,11,57,92,Desktop,GoogleAds,0,48,0
2455,8,82,77,Mobile,Email,1,5,0
3304,39,62,340,Desktop,Instagram,6,11,1
643,35,72,244,Tablet,Facebook,4,20,1
1166,38,48,333,Tablet,GoogleAds,18,15,1
3244,8,35,155,Desktop,Organic,1,5,0
1248,37,53,218,Tablet,Instagram,2,33,0
742,27,46,447,Tablet,Facebook,19,2,1
244,28,31,477,Desktop,Instagram,9,40,0
2715,34,98,285,Mobile,Email,9,18,1
760,32,94,150,Desktop,GoogleAds,7,28,1
2645,15,52,329,Tablet,GoogleAds,8,31,1
3090,17,31,88,Tablet,GoogleAds,1,9,0
3155,33,61,106,Desktop,Organic,2,26,0
963,16,36,403,Tablet,Email,15,28,1
2549,29,95,294,Mobile,Organic,3,12,0
2970,9,37,95,Desktop,Email,5,19,1
3334,33,29,253,Tablet,Email,12,27,1
3311,29,57,39,Mobile,Email,5,26,1
1552,13,31,399,Tablet,GoogleAds,9,12,1
1207,21,65,255,Mobile,GoogleAds,16,24,1
1686,21,50,54,Tablet,GoogleAds,7,28,1
1201,5,10,416,Desktop,Organic,8,14,1
2227,10,58,243,Tablet,Facebook,1,44,0
1426,6,19,110,Desktop,Email,16,44,1
3003,13,36,254,Mobile,Organic,19,29,1
2852,1,72,112,Mobile,GoogleAds,10,37,1
2691,20,48,174,Tablet,GoogleAds,17,31,1
1227,8,18,189,Desktop,Facebook,2,49,0
1550,10,54,221,Desktop,GoogleAds,8,6,1
2086,9,39,249,Mobile,Email,7,34,1
3246,3,6,52,Mobile,Instagram,6,32,1
1455,11,4,162,Tablet,GoogleAds,6,11,1
2396,12,41,457,Mobile,Facebook,7,22,1
1529,10,87,35,Mobile,Instagram,19,4,1
1398,25,47,454,Desktop,Email,4,42,1
1866,25,6,37,Desktop,Email,2,43,0
1375,11,10,334,Desktop,Email,18,30,1
509,36,72,317,Mobile,Facebook,1,15,0
1690,39,48,111,Tablet,Instagram,13,32,1
520,26,29,370,Tablet,Email,1,49,0
3408,14,40,177,Mobile,GoogleAds,9,0,1
226,39,2,9,Tablet,Instagram,19,21,0
1334,1,85,275,Mobile,Email,9,27,1
1165,4,39,471,Tablet,Instagram,16,4,1
1837,30,50,121,Mobile,GoogleAds,1,3,0
3151,12,83,105,Desktop,Organic,0,0,0
3333,35,31,156,Tablet,Email,17,14,1
3496,13,47,336,Desktop,GoogleAds,3,36,0
1820,31,70,26,Desktop,Facebook,0,38,0
2502,38,70,422,Tablet,Email,16,48,1
2933,23,19,296,Mobile,Organic,2,37,0
1215,4,88,25,Desktop,GoogleAds,1,44,0
2224,16,34,355,Desktop,GoogleAds,17,23,1
100,7,23,374,Mobile,Instagram,3,22,0
723,22,39,69,Mobile,Email,2,46,0
1891,29,76,327,Tablet,Organic,11,6,1
48,11,51,151,Tablet,Facebook,15,30,0
3207,33,38,345,Mobile,Instagram,10,6,1
3532,29,67,65,Desktop,Email,9,12,1
182,39,60,150,Mobile,Organic,18,3,0
662,12,75,320,Tablet,Instagram,9,17,1
763,7,80,245,Desktop,Organic,2,39,0
1253,39,64,452,Desktop,Organic,5,18,1
1091,26,61,58,Tablet,Instagram,13,15,1
1693,9,80,156,Desktop,Instagram,11,17,1
2533,34,1,112,Mobile,Email,7,15,1
465,13,5,123,Tablet,Instagram,1,47,0
838,36,74,462,Desktop,Email,8,30,1
904,25,42,353,Tablet,Organic,13,24,1
1394,24,81,452,Desktop,Instagram,0,1,0
1968,17,39,362,Mobile,Email,2,45,0
3082,2,88,203,Tablet,Email,19,27,1
2444,13,38,487,Desktop,Facebook,5,15,1
2006,31,27,480,Mobile,Email,19,35,1
2405,29,79,4,Mobile,Email,12,44,1
199,28,62,129,Mobile,Facebook,10,39,0
514,27,63,26,Desktop,GoogleAds,14,34,0
1224,15,11,289,Desktop,Instagram,17,23,1
1541,31,40,465,Mobile,Facebook,18,34,1
3450,15,28,27,Mobile,Email,18,29,1
3490,33,22,42,Mobile,Email,5,36,1
833,20,84,453,Mobile,Instagram,14,10,1
938,12,79,71,Mobile,Organic,13,44,1
943,37,50,64,Desktop,Facebook,4,33,1
1150,9,44,25,Tablet,GoogleAds,10,37,1
143,23,89,72,Tablet,Instagram,19,38,0
2115,8,21,482,Tablet,Instagram,12,23,1
694,32,9,361,Desktop,Facebook,12,28,1
2729,14,6,388,Tablet,Email,3,3,0
2230,27,72,268,Tablet,Email,8,40,1
1862,25,88,314,Tablet,GoogleAds,12,49,1
824,13,14,95,Tablet,Facebook,7,29,1
1182,21,76,395,Mobile,Instagram,19,13,1
89,31,45,357,Desktop,Facebook,10,23,0
2943,37,89,364,Tablet,Organic,18,37,1
3294,5,84,315,Mobile,Instagram,0,33,0
212,13,86,117,Tablet,GoogleAds,8,35,0
2821,28,60,164,Tablet,GoogleAds,1,14,0
1262,25,91,365,Tablet,Instagram,3,34,0
1709,35,60,278,Tablet,Email,3,28,0
1260,39,50,65,Tablet,Instagram,0,35,0
1692,7,37,306,Mobile,Instagram,17,3,1
1565,38,11,260,Tablet,Organic,13,14,1
3522,32,87,228,Mobile,Instagram,12,10,1
3483,3,76,200,Tablet,Facebook,7,48,1
2104,39,65,473,Desktop,Facebook,5,14,1
1266,37,53,220,Mobile,GoogleAds,16,20,1
3386,22,38,180,Tablet,Email,10,34,1
1559,8,75,358,Mobile,GoogleAds,14,22,1
1176,17,38,228,Tablet,Organic,6,9,1
3496,27,77,484,Tablet,Instagram,7,3,1
3594,33,29,252,Mobile,GoogleAds,10,44,1
1406,17,47,299,Tablet,Instagram,1,24,0
3340,12,82,361,Tablet,GoogleAds,19,1,1
2713,27,30,430,Tablet,Instagram,10,37,1
480,8,24,4,Tablet,GoogleAds,13,18,0
3028,23,67,141,Tablet,Facebook,12,23,1
1045,29,50,166,Tablet,Organic,7,7,1
1363,20,12,254,Mobile,GoogleAds,11,5,1
2793,16,99,429,Desktop,Facebook,8,19,1
2841,17,62,153,Tablet,Email,9,13,1
977,16,41,67,Mobile,GoogleAds,10,39,1
367,19,53,55,Desktop,Instagram,10,5,0
3029,8,66,96,Mobile,Organic,15,11,1
3489,38,79,167,Desktop,Facebook,17,40,1
677,38,89,321,Desktop,Facebook,8,6,1
382,29,55,331,Desktop,Organic,2,44,0
1041,36,18,386,Mobile,GoogleAds,3,29,0
1155,26,45,453,Desktop,Instagram,19,15,1
1381,31,14,376,Tablet,Email,18,7,1
2733,12,31,342,Tablet,GoogleAds,9,13,1
99,17,48,62,Desktop,Organic,12,47,0
2755,15,20,174,Desktop,GoogleAds,0,19,0
3397,9,64,253,Tablet,GoogleAds,11,27,1
3259,39,69,461,Mobile,Organic,10,5,1
549,12,26,112,Mobile,Organic,4,29,0
2789,32,22,215,Tablet,Email,1,3,0
878,25,46,239,Mobile,Organic,16,35,1
50,39,94,415,Mobile,Organic,16,2,0
749,18,11,227,Desktop,Organic,19,9,1
1956,15,84,230,Mobile,Facebook,14,37,1
2559,32,65,233,Tablet,Organic,3,26,0
3016,6,4,163,Mobile,Organic,10,17,1
3226,35,8,126,Desktop,Organic,0,44,0
1234,34,19,429,Tablet,Email,9,10,1
938,38,81,253,Tablet,GoogleAds,17,35,1
2046,5,62,333,Tablet,Organic,14,39,1
2518,18,85,438,Desktop,Organic,18,34,1
2789,16,71,199,Tablet,Email,3,43,0
2809,8,97,197,Desktop,GoogleAds,5,12,1
934,25,72,122,Desktop,Email,1,22,0
2966,32,70,413,Mobile,Instagram,12,42,1
1591,26,29,456,Tablet,Instagram,1,8,0
3334,22,81,264,Mobile,Instagram,12,3,1
399,31,90,54,Mobile,Organic,14,42,0
1627,10,15,135,Desktop,Email,17,39,1
2940,12,84,339,Mobile,Organic,10,49,1
265,28,4,359,Mobile,Instagram,4,30,0
718,6,28,151,Mobile,GoogleAds,13,2,1
1848,20,46,100,Tablet,GoogleAds,15,35,1
1954,5,21,234,Mobile,Email,13,16,1
2507,23,77,32,Desktop,GoogleAds,8,15,1
19,9,56,62,Tablet,Instagram,5,38,0
2881,29,82,429,Desktop,Email,8,1,1
807,16,34,196,Tablet,Email,4,4,1
3323,22,87,30,Tablet,Instagram,10,32,1
3332,8,59,243,Tablet,Instagram,11,12,1
886,20,69,106,Desktop,Instagram,16,11,1
1038,14,59,295,Mobile,Instagram,5,18,1
3200,39,57,133,Tablet,Email,19,21,1
1025,37,2,451,Desktop,GoogleAds,5,39,1
1834,34,33,22,Tablet,Instagram,14,7,1
383,11,44,156,Mobile,Facebook,16,43,0
3146,33,49,406,Tablet,Email,2,3,0
2203,31,1,384,Desktop,Organic,18,6,1
233,34,14,214,Tablet,GoogleAds,1,47,0
1272,7,36,226,Desktop,Email,8,21,1
2234,23,14,285,Mobile,Instagram,8,17,1
1812,7,59,171,Mobile,Facebook,6,5,1
862,25,95,42,Tablet,Organic,15,49,1
3363,3,84,60,Mobile,GoogleAds,5,3,1
72,38,63,375,Desktop,Instagram,8,40,0
1250,20,80,77,Tablet,Email,12,44,1
2884,34,97,455,Desktop,Email,1,11,0
2852,30,95,202,Tablet,GoogleAds,13,47,1
698,17,51,220,Desktop,Facebook,4,36,1
1494,10,22,452,Tablet,Instagram,10,1,1
1643,35,98,187,Desktop,GoogleAds,14,2,1
2162,20,36,96,Desktop,GoogleAds,5,44,1
3180,18,40,342,Tablet,Email,5,20,1
520,27,56,212,Desktop,GoogleAds,15,38,0
394,36,96,368,Mobile,Organic,19,12,0
414,23,24,340,Desktop,Organic,3,47,0
2880,32,36,262,Tablet,Instagram,4,13,1
527,10,39,329,Mobile,GoogleAds,5,29,0
485,11,84,412,Mobile,Email,12,17,0
2010,38,45,77,Desktop,Instagram,13,12,1
2766,6,59,31,Desktop,Facebook,12,13,1
1678,34,97,39,Desktop,Email,9,40,1
1903,36,18,306,Mobile,Facebook,16,39,1
2828,37,90,334,Mobile,Instagram,17,24,1
1470,17,8,214,Mobile,Organic,6,36,1
3104,12,68,126,Tablet,Email,3,26,0
3054,21,4,165,Tablet,Email,15,22,1
2734,19,88,246,Desktop,Instagram,9,6,1
723,3,25,109,Tablet,Email,19,47,1
3539,18,18,88,Tablet,Email,18,9,1
92,19,29,200,Desktop,Instagram,2,24,0
1178,6,99,271,Desktop,GoogleAds,18,34,1
3166,16,47,51,Mobile,Instagram,12,23,1
3159,8,15,489,Mobile,Email,7,48,1
2514,18,70,198,Desktop,Instagram,17,41,1
1911,39,17,23,Desktop,Email,18,10,1
2058,12,55,153,Tablet,Facebook,17,19,1
60,10,20,223,Tablet,Facebook,18,9,0
694,7,30,430,Tablet,Organic,3,49,0
726,1,0,221,Desktop,Instagram,12,20,1
1479,36,2,151,Desktop,Instagram,11,27,1
458,21,94,266,Mobile,Facebook,14,27,0
890,37,24,73,Tablet,Facebook,14,26,1
497,24,7,369,Mobile,Facebook,9,32,0
1833,25,64,77,Desktop,Organic,18,3,1
2091,7,61,32,Tablet,Organic,7,34,1
3429,17,6,369,Mobile,GoogleAds,18,19,1
2152,29,6,435,Desktop,Instagram,8,5,1
3153,30,7,493,Mobile,Organic,6,5,1
1584,7,18,425,Tablet,Email,7,16,1
2211,33,16,65,Mobile,Instagram,8,18,1
259,7,10,449,Mobile,GoogleAds,16,48,0
683,24,48,357,Desktop,Facebook,14,16,1
447,11,10,424,Tablet,GoogleAds,15,48,0
2175,9,40,18,Mobile,Instagram,6,2,1
780,12,61,164,Desktop,Facebook,9,45,1
3387,35,51,287,Tablet,GoogleAds,18,33,1
277,4,65,54,Desktop,GoogleAds,5,3,0
1994,36,67,63,Tablet,Instagram,11,22,1
1087,28,91,257,Desktop,Organic,14,17,1
245,13,96,239,Desktop,Email,9,33,0
398,23,74,436,Desktop,GoogleAds,17,28,0
3047,19,66,484,Mobile,Email,3,43,0
772,37,39,441,Mobile,Instagram,10,14,1
1858,39,4,9,Desktop,Instagram,4,44,1
2458,24,84,470,Tablet,Organic,12,10,1
633,16,21,120,Desktop,Facebook,9,38,1
2824,33,36,348,Mobile,Email,6,8,1
3384,12,10,90,Tablet,GoogleAds,10,46,1
2976,34,43,372,Mobile,Facebook,3,34,0
3288,7,85,458,Desktop,Email,3,9,0
1262,11,52,312,Mobile,Email,4,39,1
2910,31,76,175,Mobile,Facebook,8,37,1
587,29,60,3,Mobile,Facebook,0,28,0
2132,13,66,130,Desktop,Organic,15,45,1
444,31,12,54,Mobile,GoogleAds,4,5,0
2160,2,91,293,Desktop,GoogleAds,4,18,1
3503,39,10,184,Desktop,GoogleAds,6,25,1
773,15,10,415,Mobile,Facebook,7,8,1
2795,11,84,353,Tablet,Organic,18,40,1
2863,34,84,224,Mobile,Instagram,0,47,0
1339,39,6,491,Mobile,Organic,17,44,1
2155,4,16,12,Mobile,Facebook,10,12,1
2855,11,47,442,Tablet,Organic,15,25,1
1368,29,13,195,Tablet,Facebook,10,43,1
2916,2,62,247,Desktop,Email,8,19,1
2492,16,63,368,Tablet,Email,6,1,1
456,39,96,154,Tablet,Instagram,14,3,0
2027,13,74,78,Mobile,Email,10,6,1
1341,37,76,140,Desktop,Instagram,18,18,1
258,17,64,90,Desktop,GoogleAds,6,34,0
175,21,33,144,Tablet,Facebook,15,10,0
3562,19,8,437,Tablet,GoogleAds,2,18,0
3041,7,76,72,Mobile,GoogleAds,15,31,1
1368,38,36,433,Tablet,Instagram,7,13,1
1029,8,29,177,Tablet,Facebook,9,48,1
551,13,40,348,Desktop,Instagram,8,4,0
768,37,44,263,Tablet,Organic,2,24,0
3187,2,46,271,Mobile,GoogleAds,6,13,1
2138,11,6,105,Desktop,Facebook,7,38,1
2190,24,13,420,Desktop,GoogleAds,2,11,0
806,6,47,72,Tablet,Organic,15,48,1
2957,26,5,74,Mobile,Organic,13,19,1
147,7,33,143,Desktop,Facebook,6,17,0
2241,39,79,62,Mobile,Facebook,3,0,0
3482,19,99,146,Mobile,Organic,5,42,1
1363,6,45,46,Tablet,GoogleAds,6,3,1
2842,29,58,229,Mobile,Email,11,11,1
3589,39,69,105,Desktop,GoogleAds,6,25,1
1885,2,7,109,Tablet,Email,0,31,0
3041,19,23,317,Desktop,Instagram,17,36,1
78,4,66,121,Mobile,Facebook,10,14,0
2603,6,3,499,Mobile,Organic,10,34,1
2110,37,95,43,Tablet,Instagram,16,25,1
1483,28,0,428,Tablet,GoogleAds,11,14,1
214,30,33,99,Desktop,Email,18,7,0
2183,7,8,194,Desktop,Facebook,17,27,1
52,9,62,311,Mobile,Email,12,29,0
1916,25,75,214,Tablet,GoogleAds,9,42,1
2168,33,9,463,Mobile,GoogleAds,18,43,1
770,1,9,229,Mobile,Organic,3,2,0
3264,6,49,423,Desktop,Instagram,14,5,1
2905,18,43,484,Desktop,Facebook,17,30,1
2152,10,47,389,Desktop,Organic,0,25,0
2004,28,86,185,Tablet,Email,18,7,1
3455,11,5,112,Desktop,Instagram,1,38,0
1945,33,87,399,Tablet,Facebook,9,28,1
909,1,23,347,Mobile,Email,17,16,1
369,13,84,272,Tablet,Facebook,3,15,0
2957,37,94,313,Desktop,Facebook,9,48,1
1729,20,57,484,Tablet,Instagram,3,44,0
290,1,63,102,Tablet,Email,17,3,0
3276,3,93,210,Desktop,Organic,19,9,1
1897,18,55,227,Desktop,Organic,3,15,0
3276,14,97,281,Mobile,Organic,14,18,1
676,31,81,22,Tablet,Facebook,17,38,1
102,27,11,248,Mobile,GoogleAds,8,49,0
681,17,34,159,Mobile,Instagram,19,12,1
1979,29,70,379,Tablet,Organic,16,3,1
70,36,88,229,Mobile,Instagram,2,31,0
2691,37,5,418,Tablet,Facebook,12,17,1
3132,26,64,343,Mobile,Instagram,6,15,1
3484,17,79,400,Mobile,Organic,13,24,1
1038,22,59,454,Tablet,Organic,5,49,1
1499,25,67,187,Desktop,Facebook,13,15,1
613,2,28,143,Tablet,Facebook,13,21,1
691,22,37,338,Desktop,Email,13,23,1
2591,5,91,358,Tablet,Facebook,19,27,1
1438,4,21,397,Tablet,GoogleAds,17,22,1
2895,36,7,24,Desktop,GoogleAds,8,20,1
3594,6,62,141,Desktop,Organic,11,8,1
2702,21,95,449,Tablet,Facebook,13,1,1
2290,13,96,240,Tablet,GoogleAds,15,37,1
533,37,12,292,Tablet,GoogleAds,1,27,0
2403,25,26,305,Desktop,Email,15,25,1
3127,26,17,82,Tablet,Facebook,17,26,1
2603,39,17,48,Desktop,Email,8,24,1
1978,20,76,353,Mobile,Instagram,7,20,1
1111,33,85,358,Desktop,Email,0,37,0
1763,14,61,171,Mobile,Instagram,4,24,1
1846,36,13,262,Tablet,Instagram,6,37,1
3154,17,10,465,Tablet,Facebook,9,45,1
2851,21,85,68,Desktop,Instagram,10,10,1
2306,16,99,14,Mobile,Instagram,11,27,1
2104,16,16,30,Tablet,Email,0,48,0
1154,20,50,110,Tablet,Facebook,5,35,1
2271,29,95,212,Mobile,Facebook,3,3,0
2296,28,13,264,Tablet,Instagram,2,18,0
1089,8,56,438,Tablet,Email,3,23,0
2407,24,92,322,Desktop,Email,5,21,1
116,3,5,485,Tablet,Email,4,47,0
2888,25,56,388,Mobile,Email,8,24,1
57,19,3,202,Tablet,Organic,3,7,0
346,33,10,84,Desktop,Instagram,13,19,0
1059,2,73,444,Tablet,Instagram,14,0,1
2861,15,91,376,Mobile,Instagram,3,3,0
1290,22,10,53,Tablet,Facebook,13,11,1
2065,10,98,355,Mobile,Facebook,9,24,1
634,18,78,496,Desktop,Email,6,20,1
1900,22,7,256,Tablet,Facebook,17,18,1
1286,27,83,74,Tablet,GoogleAds,19,33,1
1725,13,58,220,Desktop,Instagram,14,5,1
2776,33,20,143,Mobile,Instagram,7,34,1
312,5,64,100,Mobile,Organic,8,2,0
648,26,92,129,Tablet,Organic,4,32,1
65,13,23,406,Mobile,GoogleAds,5,8,0
735,27,29,219,Mobile,Organic,11,6,1
535,14,98,477,Tablet,Email,6,40,0
483,24,96,271,Mobile,Email,6,26,0
37,3,83,458,Mobile,Instagram,14,0,0
2135,30,56,468,Tablet,Email,18,39,1
3297,35,79,22,Tablet,Organic,12,17,1
3467,14,72,178,Mobile,GoogleAds,17,34,1
374,12,94,48,Tablet,Email,9,16,0
2723,28,16,117,Mobile,Instagram,7,38,1
535,29,58,329,Mobile,Instagram,10,10,0
2756,17,30,376,Mobile,Organic,7,36,1
1345,21,63,179,Mobile,Email,7,44,1
892,23,47,480,Tablet,Organic,14,10,1
1040,20,22,273,Tablet,Instagram,1,2,0
1036,11,69,362,Desktop,GoogleAds,19,12,1
1656,34,29,339,Tablet,Email,12,27,1
928,10,54,360,Desktop,GoogleAds,17,37,1
2807,10,6,347,Mobile,Email,11,46,1
2420,6,74,179,Tablet,Instagram,7,33,1
1784,36,97,421,Mobile,Email,16,27,1
1541,24,11,482,Desktop,Instagram,5,1,1
3355,12,59,495,Tablet,Facebook,15,45,1
3587,23,51,49,Tablet,Instagram,13,1,1
2863,27,26,315,Tablet,Instagram,9,36,1
2796,37,11,394,Tablet,Email,1,15,0
1916,6,12,255,Mobile,GoogleAds,12,7,1
3096,1,71,30,Tablet,Instagram,0,39,0
