EmployeeID,Age,Gender,Department,JobRole,EducationLevel,MaritalStatus,YearsAtCompany,YearsInCurrentRole,MonthlyIncome,SalaryHikePercent,TrainingHoursLastYear,PerformanceRating,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,Overtime,RemoteWork,BusinessTravel,AbsentDaysLastYear,ProjectsHandled,ManagerFeedbackScore,PromotionLast3Years,EmployeeAttrition
EMP_126681,23,Male,Sales,Consultant,PhD,Single,8,2,68436.55,20.25,17,3.86,1.0,2.59,2.44,No,No,Frequently,5,5,3.45,No,No
EMP_114854,22,Female,Finance,Executive,Diploma,Divorced,6,4,52522.3,4.05,30,3.17,3.06,,3.08,No,Yes,Non-Travel,6,4,4.73,No,No
EMP_121111,22,Female,Marketing,Developer,Master,Married,19,13,57600.69,19.66,15,2.87,3.03,4.37,1.42,Yes,Yes,frequently,9,3,1.87,No,No
EMP_118993,32,Male,Engineering,Team Lead,PhD,Married,6,11,51498.27,19.14,21,3.74,3.51,3.23,4.16,No,No,Frequently,7,4,3.03,No,Yes
EMP_102137,27,Male,Finance,Administrator,MBA,Married,3,4,79380.78,7.98,15,3.07,1.59,4.6,4.21,Yes,No,Rarely,5,4,2.18,No,No
EMP_110478,46,Female,Support,Team Lead,PhD,Divorced,11,0,107763.6,16.33,21,5.0,1.14,4.15,4.13,No,Yes,Rarely,5,3,2.06,Yes,No
EMP_107897,53,Female,Finance,Analyst,PhD,Married,13,5,146926.23,1.91,17,3.32,1.89,3.25,4.8,No,No,Non-Travel,8,8,3.78,No,No
EMP_119472,54,Female,Operations,Administrator,Diploma,Divorced,23,12,101010.82,8.4,23,5.0,1.72,3.32,3.92,Yes,Yes,Frequently,6,8,2.98,Yes,No
EMP_104976,32,Female,Engineering,Manager,Master,Single,21,9,97926.37,13.89,17,5.0,3.65,3.39,3.9,No,Yes,Rarely,6,3,3.01,No,No
EMP_121359,55,Female,Marketing,Executive,MBA,Married,12,9,68278.66,3.38,21,4.36,2.01,4.68,3.39,No,Yes,Non-Travel,7,6,4.49,No,No
EMP_104739,29,Male,Sales,Consultant,Diploma,Divorced,0,10,93793.26,15.61,26,4.25,3.83,3.88,4.04,No,No,Rarely,8,7,2.68,No,No
EMP_128581,24,Female,Sales,Team Lead,Master,Married,4,12,85622.5,19.64,11,3.59,3.44,3.91,3.03,Yes,Yes,Non-Travel,5,8,2.25,No,Yes
EMP_128794,35,Male,Sales,Manager,Bachelor,Divorced,14,7,,7.88,9,3.28,3.08,4.68,5.0,Yes,No,Non-Travel,5,5,1.94,No,No
EMP_129066,31,Female,Engineering,Manager,PhD,Divorced,7,2,61514.98,12.49,29,4.24,2.96,4.47,3.8,Yes,Yes,Rarely,5,5,3.54,No,No
EMP_127918,42,Female,HR,Consultant,Bachelor,Divorced,17,11,85850.94,13.92,22,3.25,2.58,,2.9,No,Yes,Rarely,5,4,3.33,Yes,Yes
EMP_108913,24,Male,Operations,Developer,Master,Divorced,22,4,137497.96,17.05,20,2.99,2.02,2.06,4.43,No,No,Rarely,3,4,3.8,Yes,Yes
EMP_126566,22,Female,HR,Manager,Diploma,Divorced,12,7,99107.63,16.16,20,3.43,4.26,1.74,3.57,Yes,No,Rarely,7,7,3.4,No,No
EMP_121092,37,Female,Marketing,Consultant,Master,Married,22,7,37500.57,10.55,18,3.17,2.88,2.4,2.97,No,No,Rarely,8,4,3.92,Yes,Yes
EMP_122544,58,Female,Operations,Executive,Diploma,Divorced,24,8,92387.99,13.05,19,3.59,3.07,4.47,3.52,No,No,Frequently,8,4,3.84,Yes,No
EMP_110740,54,Male,Operations,Administrator,Bachelor,Divorced,20,11,,13.44,20,3.64,3.4,3.16,2.62,Yes,Yes,Frequently,6,8,3.42,No,No
EMP_116013,22,Male,Finance,Team Lead,PhD,Married,10,14,75031.1,11.56,20,2.74,4.87,3.35,4.32,No,No,Non-Travel,4,3,4.55,No,No
EMP_121959,30,Male,Support,Administrator,Master,Divorced,2,4,86889.62,11.11,25,5.0,1.61,1.91,2.08,No,Yes,Frequently,3,8,2.51,No,Yes
EMP_112764,57,Male,Engineering,Administrator,PhD,Married,20,14,117756.64,16.32,28,2.18,3.25,2.02,3.08,No,No,Rarely,5,9,4.81,No,Yes
EMP_113720,41,Female,HR,Manager,Master,Divorced,14,6,86550.84,12.19,18,3.04,3.92,3.55,3.38,No,Yes,Non-Travel,6,6,3.14,No,Yes
EMP_121999,59,Male,Operations,Consultant,PhD,Single,2,2,135546.88,10.88,21,4.69,3.38,5.0,4.28,Yes,Yes,Frequently,4,5,2.8,No,Yes
EMP_105537,22,Female,HR,Administrator,Bachelor,Divorced,11,7,35515.02,12.03,21,3.47,3.32,5.0,4.09,Yes,No,Frequently,6,7,1.38,No,Yes
EMP_101138,54,Male,Support,Team Lead,Master,Married,16,6,67953.6,15.22,14,4.08,4.55,3.29,2.87,No,Yes,frequently,5,7,4.12,No,No
EMP_104217,46,Male,Marketing,Executive,Master,Divorced,4,5,90626.91,12.65,14,3.78,3.56,2.4,3.74,No,No,Non-Travel,5,10,2.1,No,No
EMP_129358,45,Male,Engineering,Developer,Bachelor,Single,7,7,105868.04,14.0,24,2.23,1.54,4.71,3.41,No,No,Rarely,3,3,4.53,No,No
EMP_120136,40,Female,Engineering,Team Lead,MBA,Single,18,13,,21.46,16,2.05,3.52,2.92,1.99,Yes,No,Frequently,2,7,3.1,No,No
EMP_125525,34,Male,Engineering,Executive,PhD,Divorced,14,8,94391.91,10.96,20,5.0,2.74,2.15,4.93,No,No,Rarely,4,10,2.63,No,No
EMP_120996,58,Male,Sales,Developer,PhD,Single,2,3,71706.71,5.74,22,4.07,3.52,3.8,1.63,No,No,Non-Travel,5,4,5.0,No,No
EMP_104690,27,Male,HR,Analyst,Diploma,Married,18,12,41051.52,8.14,20,3.66,2.59,3.56,3.97,No,Yes,Rarely,6,5,4.86,No,No
EMP_112347,27,Female,Engineering,Developer,PhD,Single,23,10,19146.72,8.02,27,2.6,1.3,1.0,3.77,No,No,Frequently,6,5,3.68,No,Yes
EMP_114088,35,Male,Operations,Consultant,Bachelor,Single,18,13,68312.92,20.13,21,4.18,2.93,2.68,4.41,Yes,No,Rarely,9,4,4.02,No,Yes
EMP_102889,51,Female,Finance,Developer,PhD,Single,16,5,88291.12,16.62,17,4.45,3.99,1.97,3.79,No,Yes,frequently,9,3,4.53,No,No
EMP_104620,34,Female,Marketing,Manager,Bachelor,Divorced,15,8,61049.03,12.19,16,4.11,5.0,4.66,4.7,Yes,Yes,Non-Travel,5,5,4.74,No,No
EMP_100232,36,Male,Support,Administrator,Bachelor,Divorced,11,14,47030.81,18.79,16,2.84,3.51,3.09,2.85,No,No,Rarely,7,4,3.69,No,Yes
EMP_124171,37,Female,Support,Consultant,Bachelor,Divorced,9,5,40399.82,7.54,15,4.27,1.79,3.29,3.9,No,Yes,Non-Travel,10,3,4.88,Yes,Yes
EMP_105789,54,Male,Operations,Developer,Diploma,Single,12,9,106502.46,14.03,19,3.03,4.47,3.03,3.13,Yes,No,Frequently,6,6,,No,No
EMP_123585,37,Female,Finance,Developer,PhD,Divorced,7,2,98456.76,6.09,19,3.7,2.46,3.46,3.01,No,Yes,Frequently,9,7,3.56,Yes,No
EMP_114477,47,Female,Sales,Consultant,MBA,Single,7,2,78674.11,12.44,19,3.27,2.77,1.59,3.27,Yes,Yes,Frequently,6,7,2.97,No,Yes
EMP_111681,37,Male,Operations,Team Lead,PhD,Married,22,11,33872.34,9.03,23,2.8,1.79,3.6,4.73,Yes,No,Frequently,5,5,2.75,No,Yes
EMP_111105,23,Male,Sales,Team Lead,PhD,Divorced,8,1,27946.31,10.88,21,3.31,3.32,5.0,1.03,Yes,No,Rarely,1,7,3.11,No,Yes
EMP_128752,50,Female,HR,Administrator,PhD,Married,6,5,78412.83,14.04,25,3.96,1.66,5.0,2.46,No,Yes,Non-Travel,4,3,3.84,No,No
EMP_124461,39,Female,Operations,Executive,Master,Single,3,2,99841.59,12.67,22,1.88,3.9,1.91,3.22,No,No,Non-Travel,7,1,4.07,No,Yes
EMP_104157,30,Female,Operations,Developer,Master,Single,9,6,49473.66,14.52,28,4.47,1.0,2.46,1.96,Yes,Yes,Non-Travel,4,5,3.86,No,No
EMP_103780,26,Female,Engineering,Consultant,Diploma,Married,9,5,88313.28,20.44,23,3.53,2.75,3.8,2.71,No,No,Non-Travel,5,8,1.87,No,No
EMP_101090,56,Male,Operations,Team Lead,Master,Single,3,8,81086.21,9.82,17,1.61,3.65,4.67,3.69,No,No,Rarely,4,6,3.12,No,No
EMP_125619,57,Male,HR,Analyst,Diploma,Married,21,4,99416.93,13.47,28,1.82,2.06,3.67,2.6,No,No,Frequently,12,8,3.96,No,No
EMP_110626,28,Male,Marketing,Developer,Diploma,Married,5,10,15000.0,14.21,17,2.76,2.67,1.68,2.69,Yes,Yes,Rarely,7,4,2.19,No,Yes
EMP_120734,32,Male,Marketing,Team Lead,PhD,Divorced,4,6,141252.74,7.78,24,3.62,4.1,4.76,4.38,No,Yes,Rarely,5,6,3.48,No,No
EMP_128285,42,Female,Marketing,Administrator,MBA,Single,9,6,24671.79,11.82,21,3.88,2.3,,3.51,No,No,Frequently,10,6,4.39,No,No
EMP_115032,25,Male,Support,Developer,Diploma,Single,5,8,73321.02,11.18,26,3.22,2.24,2.3,3.06,No,No,Frequently,6,7,3.74,No,No
EMP_113581,26,Male,Engineering,Manager,PhD,Single,2,9,15000.0,4.98,17,3.22,2.92,4.05,2.56,Yes,No,Rarely,8,8,4.93,Yes,Yes
EMP_114220,56,Female,Operations,Developer,MBA,Married,6,1,139617.66,19.58,19,3.29,2.31,2.03,3.46,No,Yes,Rarely,9,6,4.03,No,No
EMP_115445,38,Male,Engineering,Team Lead,Master,Single,4,14,45214.61,16.11,21,1.8,4.05,1.0,2.62,No,No,Rarely,11,4,3.59,Yes,No
EMP_111262,57,Male,Sales,Developer,PhD,Married,11,13,91715.79,11.61,17,3.67,3.26,4.17,4.22,No,Yes,Rarely,7,1,4.18,No,No
EMP_116036,37,Male,Operations,Manager,Master,Divorced,18,0,130657.15,16.93,20,3.17,2.21,3.94,2.89,No,No,frequently,4,4,4.73,No,No
EMP_115447,52,Male,Engineering,Executive,Master,Married,2,11,1149867.52,19.83,28,3.55,2.51,5.0,2.64,Yes,No,Frequently,2,3,4.34,No,Yes
EMP_100744,42,Male,Marketing,Executive,Diploma,Single,7,12,103274.97,2.45,19,2.95,4.95,2.96,3.29,Yes,Yes,Rarely,7,5,2.15,No,No
EMP_128016,24,Male,Sales,Executive,Bachelor,Married,11,10,68137.46,14.64,24,3.78,2.76,2.7,3.1,No,No,Rarely,5,7,2.2,No,No
EMP_101833,35,Male,HR,Executive,Diploma,Single,23,9,87742.01,15.91,15,3.6,1.84,3.05,4.81,Yes,No,Frequently,9,7,3.46,No,Yes
EMP_120174,39,Male,Finance,Developer,PhD,Divorced,19,2,94886.19,10.14,20,2.64,1.42,2.89,3.47,No,Yes,Non-Travel,5,8,3.48,No,Yes
EMP_114353,45,Male,Engineering,Developer,PhD,Single,19,2,70067.23,8.61,17,4.2,3.55,1.79,3.63,Yes,No,Rarely,6,4,2.71,No,Yes
EMP_108539,55,Male,Marketing,Analyst,Bachelor,Married,13,0,114475.16,16.43,19,2.57,3.5,3.54,2.65,No,Yes,Non-Travel,4,3,2.75,No,No
EMP_106716,46,Male,HR,Executive,PhD,Divorced,2,12,42696.26,10.18,22,3.19,3.47,2.23,3.69,No,No,Rarely,6,8,2.45,No,No
EMP_122720,42,Male,Finance,Team Lead,PhD,Married,11,10,118608.61,10.66,19,3.1,3.85,4.6,4.33,No,Yes,Rarely,8,6,2.96,No,No
EMP_104632,42,Male,Support,Executive,MBA,Divorced,11,14,112722.34,8.74,20,3.83,3.81,3.14,3.87,Yes,No,Rarely,5,4,4.75,No,No
EMP_123130,31,Female,Engineering,Developer,MBA,Divorced,22,4,72920.81,13.79,21,5.0,2.84,3.57,5.0,Yes,No,Non-Travel,9,5,4.08,No,No
EMP_119930,21,Female,Sales,Developer,PhD,Divorced,2,7,45864.64,17.45,24,3.3,2.44,3.58,4.91,No,Yes,Rarely,9,3,5.0,No,Yes
EMP_100029,23,Female,Marketing,Team Lead,MBA,Divorced,14,1,116429.58,2.76,21,3.3,4.67,2.3,1.66,No,No,Rarely,5,6,3.5,No,Yes
EMP_117684,41,Female,HR,Manager,PhD,Married,10,9,70557.11,9.64,19,3.16,3.92,4.72,4.37,No,Yes,Frequently,6,2,3.08,No,No
EMP_117433,52,Female,Sales,Administrator,PhD,Married,21,11,15000.0,3.09,17,3.28,4.01,2.61,2.05,Yes,Yes,Non-Travel,4,4,4.16,Yes,Yes
EMP_121187,36,Male,Finance,Team Lead,Master,Divorced,2,11,80236.83,8.02,19,3.53,3.64,2.5,3.56,Yes,No,Rarely,4,9,3.85,No,Yes
EMP_117193,58,Male,Marketing,Analyst,PhD,Married,22,2,76938.07,13.82,12,3.82,4.24,3.54,3.59,Yes,No,Frequently,8,6,3.48,No,No
EMP_113498,41,Female,Marketing,Analyst,Bachelor,Divorced,12,0,52523.01,12.49,20,4.31,4.42,3.55,1.65,Yes,No,Non-Travel,5,3,3.22,No,No
EMP_102269,52,Male,Finance,Analyst,Bachelor,Married,15,3,93800.2,12.91,21,5.0,1.65,2.82,2.08,Yes,No,Rarely,4,2,3.9,No,Yes
EMP_122904,59,Male,HR,Team Lead,Bachelor,Married,18,11,48119.53,6.76,20,2.91,1.84,3.8,3.38,Yes,Yes,Non-Travel,5,5,3.62,No,Yes
EMP_100352,50,Male,Engineering,Analyst,MBA,Single,21,2,48767.52,9.86,28,2.55,2.65,3.99,3.15,No,No,Rarely,4,3,2.79,No,Yes
EMP_117606,25,Female,HR,Developer,MBA,Divorced,23,14,71851.47,13.38,14,3.56,2.3,3.98,2.35,No,No,Frequently,6,7,3.98,No,No
EMP_102374,24,Female,Sales,Analyst,Master,Single,5,2,50919.42,17.74,20,4.35,2.75,2.72,2.61,Yes,Yes,Rarely,6,12,3.34,No,No
EMP_115277,50,Male,HR,Manager,Master,Divorced,12,5,55511.26,14.85,21,3.06,3.09,3.24,3.55,No,Yes,Rarely,6,7,2.7,No,No
EMP_122584,23,Male,Marketing,Analyst,PhD,Single,7,12,108121.38,10.33,28,3.82,3.6,3.06,2.24,Yes,No,Non-Travel,8,4,3.42,Yes,Yes
EMP_113214,50,Female,HR,Administrator,PhD,Divorced,9,14,112178.15,13.89,15,4.09,2.68,2.35,2.22,Yes,No,Rarely,14,2,2.85,No,Yes
EMP_113808,58,Male,Operations,Team Lead,Master,Single,4,0,66503.29,22.77,16,3.1,2.51,4.55,1.22,Yes,No,Frequently,11,5,4.94,No,Yes
EMP_112659,22,Male,engineering,Analyst,PhD,Single,18,8,34435.72,9.64,16,3.73,3.79,2.18,4.58,No,No,Rarely,5,4,5.0,No,Yes
EMP_119325,30,Male,Operations,Analyst,Diploma,Married,3,2,68381.28,19.53,21,4.92,2.13,3.8,4.44,No,Yes,Rarely,8,8,3.31,No,No
EMP_119772,28,Female,Sales,Executive,Bachelor,Single,10,12,42168.89,3.38,17,2.29,2.56,3.14,3.56,No,Yes,Rarely,3,9,1.69,Yes,No
EMP_117769,44,Female,Operations,Manager,Bachelor,Divorced,7,7,99810.62,14.36,13,1.82,2.54,1.83,3.25,Yes,No,frequently,2,3,4.37,No,Yes
EMP_107213,45,Female,Finance,Team Lead,Diploma,Married,5,10,103406.67,22.76,13,3.83,4.25,4.83,3.01,No,No,Rarely,10,8,,No,Yes
EMP_120523,57,Female,Marketing,Administrator,PhD,Divorced,3,7,58162.41,12.37,23,2.65,1.39,,2.43,Yes,Yes,Frequently,5,6,4.67,Yes,Yes
EMP_123925,35,Female,HR,Analyst,Master,Divorced,7,3,100591.65,14.17,19,3.15,3.55,3.84,4.72,No,No,Rarely,12,8,,No,No
EMP_116167,28,Female,Finance,Consultant,MBA,Married,4,0,93877.48,3.92,21,3.23,2.23,2.25,4.06,Yes,No,Non-Travel,7,6,5.0,Yes,Yes
EMP_106811,51,Female,Engineering,Developer,Diploma,Single,8,12,103465.26,12.44,15,3.73,4.53,3.29,4.53,No,No,Frequently,5,6,4.38,Yes,Yes
EMP_104171,54,Male,Marketing,Executive,Master,Divorced,0,1,34460.45,16.71,20,1.55,4.89,4.54,4.0,No,No,Rarely,6,5,3.31,No,No
EMP_106689,38,Female,Operations,Consultant,MBA,Divorced,4,3,68694.25,14.16,22,2.77,1.4,1.55,2.22,No,No,Rarely,4,9,,Yes,Yes
EMP_110743,36,Male,Support,Team Lead,Master,Married,22,2,46609.15,15.46,19,2.72,3.25,3.55,3.82,Yes,Yes,Rarely,7,5,2.68,Yes,Yes
EMP_129774,36,Male,Operations,Team Lead,Master,Single,15,7,77694.02,14.73,23,3.59,1.35,3.98,3.04,No,Yes,Rarely,5,2,2.64,Yes,No
EMP_101859,36,Female,HR,Manager,Master,Divorced,15,6,102567.74,12.6,19,4.13,2.04,4.29,3.86,Yes,Yes,Rarely,3,6,3.99,No,No
EMP_122431,27,Male,HR,Consultant,PhD,Divorced,13,6,60780.65,8.86,20,1.24,1.73,4.42,5.0,No,Yes,Rarely,2,6,1.34,No,No
EMP_101587,28,Male,Marketing,Manager,Bachelor,Single,20,8,114670.74,18.91,28,3.08,2.53,3.56,4.84,No,Yes,Rarely,6,4,2.2,No,No
EMP_117554,33,Male,Support,Developer,Bachelor,Single,4,8,51949.25,14.02,21,3.01,4.31,5.0,2.13,No,Yes,Rarely,4,8,2.57,No,No
EMP_100407,39,Female,Operations,Consultant,Master,Married,1,6,43698.55,11.49,17,3.06,,3.59,3.72,No,Yes,Frequently,2,5,4.33,No,Yes
EMP_110043,41,Male,Finance,Administrator,MBA,Single,17,11,56333.9,17.17,16,3.0,4.24,1.93,3.92,No,No,Rarely,4,2,2.49,No,No
EMP_118705,26,Female,Marketing,Team Lead,PhD,Divorced,5,7,43359.95,13.58,22,3.31,3.13,5.0,3.94,No,No,Non-Travel,5,7,3.52,No,Yes
EMP_107511,27,Female,Finance,Team Lead,Diploma,Married,14,10,15000.0,6.33,23,2.08,2.47,3.66,3.72,No,No,Rarely,3,0,1.95,No,No
EMP_113344,48,Male,Sales,Administrator,PhD,Single,20,1,111236.52,22.02,23,2.94,2.55,2.75,3.6,Yes,No,Frequently,8,4,1.89,Yes,No
EMP_123908,57,Male,Marketing,Analyst,MBA,Married,5,5,143148.8,10.34,18,3.73,2.76,3.86,3.85,No,No,Rarely,10,5,3.45,Yes,No
EMP_101447,55,Male,Support,Executive,Bachelor,Married,14,13,,2.73,30,3.96,5.0,2.18,3.78,Yes,Yes,Frequently,5,6,3.17,No,No
EMP_117514,29,Female,HR,Team Lead,Bachelor,Divorced,21,1,,18.53,14,3.6,3.42,4.72,2.34,No,No,Rarely,5,10,4.43,No,No
EMP_119193,35,Male,Marketing,Developer,MBA,Married,9,6,18130.4,13.94,17,3.59,1.81,4.18,4.28,No,No,Frequently,6,8,2.74,No,Yes
EMP_108366,33,Male,Engineering,Administrator,Master,Married,8,2,70503.84,8.97,16,4.14,3.44,4.33,3.57,No,No,Rarely,3,8,2.62,No,No
EMP_129054,40,Female,engineering,Manager,Diploma,Married,17,4,97585.51,11.35,13,2.67,4.74,3.34,3.02,No,No,Rarely,6,8,3.78,No,No
EMP_106973,36,Male,Marketing,Consultant,Diploma,Married,7,8,84462.41,18.43,18,3.75,2.67,3.9,4.01,Yes,Yes,Rarely,4,1,2.5,No,Yes
EMP_112922,21,Male,Marketing,Analyst,Diploma,Single,17,5,109350.4,3.81,24,3.33,2.94,2.84,3.5,Yes,Yes,Non-Travel,6,6,,No,No
EMP_111293,25,Male,Operations,Team Lead,Diploma,Single,5,1,56261.75,3.39,25,3.72,2.49,4.55,2.29,Yes,Yes,Rarely,4,9,4.77,Yes,No
EMP_102105,39,Male,HR,Executive,Master,Divorced,22,0,51521.98,14.06,23,3.17,3.9,2.95,2.5,Yes,Yes,Rarely,6,7,2.73,No,Yes
EMP_114404,39,Male,Sales,Executive,Master,Divorced,4,4,66848.73,19.66,17,2.47,3.37,3.69,2.7,Yes,Yes,Frequently,5,4,4.09,No,Yes
EMP_129335,42,Male,HR,Executive,Master,Married,21,5,110125.55,6.14,23,2.83,2.67,2.63,2.75,No,No,Rarely,9,2,3.71,No,Yes
EMP_105477,52,Male,Support,Manager,MBA,Divorced,13,8,71106.04,9.42,17,4.39,3.56,2.71,4.73,No,No,Non-Travel,4,4,2.48,No,Yes
EMP_123531,35,Female,Support,Developer,Master,Divorced,17,5,48462.79,15.86,21,3.53,3.94,3.93,3.12,No,Yes,Frequently,3,2,2.17,No,No
EMP_114908,29,Female,Marketing,Developer,MBA,Divorced,5,5,41462.25,15.89,17,3.83,1.65,3.08,4.35,Yes,Yes,Non-Travel,4,3,4.45,No,No
EMP_100186,58,Male,Finance,Manager,Diploma,Married,23,2,29579.78,16.2,30,2.48,1.68,2.7,2.02,No,No,Rarely,4,9,3.3,No,Yes
EMP_101086,43,Male,Finance,Developer,PhD,Married,0,13,98586.39,16.61,21,4.07,2.03,1.78,4.02,No,No,Rarely,5,3,1.76,No,Yes
EMP_100898,53,Female,Finance,Team Lead,Bachelor,Married,21,6,108561.19,6.43,26,3.65,2.82,3.34,2.31,No,No,Non-Travel,5,6,1.42,Yes,Yes
EMP_119383,44,Male,Finance,Administrator,PhD,Single,17,0,127730.31,9.83,27,2.6,,4.33,3.0,No,No,Frequently,8,8,4.25,No,Yes
EMP_107829,27,Female,Engineering,Manager,MBA,Divorced,12,9,15000.0,14.93,24,3.89,2.62,3.71,3.16,No,No,Frequently,7,5,4.01,No,Yes
EMP_114642,35,Female,Support,Administrator,Bachelor,Divorced,15,2,,14.67,18,1.25,1.27,3.01,2.26,No,No,Rarely,5,5,2.58,No,No
EMP_104568,43,Male,HR,Developer,Bachelor,Single,12,6,,26.44,16,3.91,3.69,2.19,3.01,No,No,Frequently,6,8,,Yes,Yes
EMP_123112,30,Female,Finance,Developer,Bachelor,Married,4,14,95534.48,11.21,29,2.99,2.57,4.5,3.26,No,No,Non-Travel,7,4,4.52,Yes,No
EMP_126237,44,Female,Engineering,Developer,Diploma,Married,7,8,92663.95,8.2,16,2.99,2.83,3.47,3.27,No,Yes,Rarely,5,3,3.6,No,Yes
EMP_109891,46,Male,Operations,Team Lead,MBA,Divorced,16,11,45058.79,18.1,15,2.56,2.72,2.67,2.3,Yes,No,Frequently,7,7,4.47,No,Yes
EMP_123248,28,Male,HR,Team Lead,Diploma,Divorced,18,13,28424.29,15.12,21,2.63,3.2,2.73,2.2,No,No,Non-Travel,3,4,4.74,No,Yes
EMP_123420,50,Female,Support,Team Lead,Bachelor,Married,18,11,15000.0,9.52,21,3.65,1.96,3.97,3.97,Yes,No,Frequently,11,4,2.51,No,Yes
EMP_113143,40,Female,Sales,Developer,MBA,Single,21,14,44710.95,8.07,26,4.08,3.61,3.2,2.5,No,Yes,Frequently,1,9,4.02,No,Yes
EMP_129283,43,Male,Support,Executive,Bachelor,Single,17,5,17541.87,12.22,14,3.82,1.88,3.84,3.13,No,Yes,Non-Travel,5,1,3.67,No,No
EMP_102434,55,Female,Engineering,Analyst,Master,Married,11,6,83973.27,11.51,22,5.0,4.13,3.17,3.32,Yes,Yes,Frequently,2,5,3.76,No,No
EMP_118749,38,Male,Engineering,Team Lead,Diploma,Married,9,5,90843.8,10.75,14,4.64,3.24,4.08,2.15,No,Yes,Frequently,9,3,2.73,Yes,Yes
EMP_117134,21,Female,Finance,Manager,PhD,Divorced,19,6,62788.74,11.03,26,2.12,3.84,4.41,3.47,No,No,Rarely,2,4,3.44,No,No
EMP_113064,34,Male,Engineering,Analyst,Bachelor,Divorced,0,7,54685.58,11.24,23,3.32,3.06,3.35,3.54,No,No,Rarely,1,9,4.32,No,Yes
EMP_103414,38,Female,Sales,Executive,Diploma,Divorced,2,11,72882.68,10.48,20,2.1,1.39,3.22,1.83,No,No,Non-Travel,5,1,3.99,No,Yes
EMP_107839,30,Female,engineering,Executive,PhD,Divorced,14,13,37454.69,10.27,19,2.09,3.07,3.56,2.44,No,No,Frequently,10,7,4.31,Yes,No
EMP_121832,59,Male,Support,Manager,Master,Single,4,4,1043035.6,5.04,22,3.67,2.77,3.81,4.44,No,Yes,Frequently,7,6,4.3,No,Yes
EMP_110299,35,Male,Sales,Team Lead,Master,Divorced,22,0,47577.49,10.47,21,4.29,2.73,1.0,3.03,No,Yes,Frequently,10,6,2.06,No,No
EMP_125200,48,Male,Finance,Administrator,Diploma,Divorced,22,14,134826.85,11.18,24,3.47,1.87,3.84,2.83,No,No,Non-Travel,5,3,,No,Yes
EMP_109469,22,Female,HR,Analyst,Bachelor,Divorced,23,2,77190.64,12.87,20,3.01,,3.63,1.72,No,Yes,Non-Travel,5,3,4.99,No,No
EMP_103266,56,Male,Support,Executive,Bachelor,Divorced,2,9,113113.49,13.7,22,2.13,4.23,3.07,2.62,No,Yes,Non-Travel,6,5,5.0,Yes,No
EMP_118246,32,Female,HR,Developer,Bachelor,Single,11,1,68196.58,14.26,25,2.84,2.89,5.0,5.0,No,Yes,Rarely,4,4,3.97,Yes,No
EMP_112990,30,Male,Operations,Manager,Bachelor,Married,21,1,80384.71,9.77,18,3.04,4.35,2.14,4.01,Yes,No,Rarely,5,4,3.72,Yes,Yes
EMP_113144,41,Female,Engineering,Team Lead,Diploma,Single,16,12,68760.23,12.14,15,3.93,2.66,3.14,3.68,No,Yes,Frequently,7,6,3.88,No,No
EMP_127960,55,Female,Finance,Administrator,Master,Single,3,4,20652.43,11.18,18,2.51,1.68,3.23,2.52,No,Yes,Frequently,7,2,4.71,No,No
EMP_118275,56,Male,Operations,Developer,PhD,Married,1,4,97857.09,10.74,23,4.32,4.07,1.68,2.22,Yes,Yes,Non-Travel,4,2,4.11,No,Yes
EMP_101477,47,Male,HR,Consultant,MBA,Single,4,3,22458.91,13.05,23,3.61,1.6,1.0,2.77,No,Yes,Non-Travel,8,3,3.84,No,Yes
EMP_127611,54,Female,Finance,Executive,Bachelor,Divorced,23,3,112458.82,13.2,11,4.85,3.39,3.92,4.19,No,No,Rarely,10,3,4.39,No,No
EMP_123045,58,Female,Marketing,Consultant,Master,Married,23,14,30823.35,14.84,19,2.35,3.34,5.0,5.0,Yes,Yes,Frequently,3,9,4.22,No,No
EMP_122679,57,Male,HR,Executive,Bachelor,Married,11,6,110123.52,9.97,22,2.55,2.7,2.64,2.77,No,No,Rarely,11,6,4.24,No,No
EMP_119687,55,Female,Support,Analyst,Master,Divorced,3,13,15000.0,17.47,16,3.26,4.16,2.96,3.53,No,Yes,Rarely,4,6,3.96,No,No
EMP_127378,23,Male,Finance,Administrator,MBA,Married,7,10,120109.14,11.92,20,4.17,1.79,1.96,4.36,Yes,Yes,Frequently,5,8,2.98,No,Yes
EMP_106368,38,Male,HR,Manager,Master,Single,6,11,108965.54,14.76,14,4.18,4.12,5.0,2.84,No,Yes,Frequently,5,4,2.6,No,No
EMP_113700,21,Female,Engineering,Executive,MBA,Divorced,23,7,85974.05,8.64,22,1.41,3.66,1.99,2.02,No,No,Frequently,5,5,4.52,No,Yes
EMP_117246,46,Male,Finance,Administrator,Diploma,Married,12,7,123903.09,6.77,26,3.53,3.04,4.2,3.13,Yes,No,Non-Travel,7,8,3.44,No,No
EMP_115883,31,Female,Engineering,Executive,Bachelor,Married,3,7,18087.1,12.52,13,3.43,4.19,3.07,2.98,No,Yes,Non-Travel,10,3,3.46,No,Yes
EMP_127049,56,Male,Engineering,Administrator,MBA,Single,24,6,41737.94,7.83,19,4.38,,1.0,2.74,Yes,Yes,Frequently,4,9,4.23,No,Yes
